Calling Component,Calling Type,App Name,App Owner,Called Component,Called Type
APCODPR,ASSEMBLER,Actuarial,"Hutto, Amy",CPRVOLM1,FILE
APCODPR,ASSEMBLER,Actuarial,"Hutto, Amy",CPRVOLM2,FILE
APCODPR,ASSEMBLER,Actuarial,"Hutto, Amy",CPRVOLM3,FILE
APCODPR,ASSEMBLER,Actuarial,"Hutto, Amy",CPRCO#LN,FILE
APCODPR,ASSEMBLER,Actuarial,"Hutto, Amy",CPRDCLIN,FILE
APCODPR,ASSEMBLER,Actuarial,"Hutto, Amy",UPWRITE,ASSEMBLER
APCODPR,ASSEMBLER,Actuarial,"Hutto, Amy",AFCODPR,ASM_COPYBOOK
APNAME,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK
APNAME,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",ANMDSECT,FILE
APNAME,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",P@DSECT,FILE
APNAME,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",ANMFLDL,FILE
APNAME,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",F@SECT,FILE
APNAME,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",ID@CLID,FILE
APVALDT,ASSEMBLER,Actuarial,"Hutto, Amy",TXCOPY,COPYBOOK
APVALDT,ASSEMBLER,Actuarial,"Hutto, Amy",VL@DSECT,FILE
APVALDT,ASSEMBLER,Actuarial,"Hutto, Amy",MK@DSECT,FILE
APVALDT,ASSEMBLER,Actuarial,"Hutto, Amy",TT@DSECT,FILE
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",TXCOPY,COPYBOOK
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",MASTER,FILE
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",AHPTRAIL,FILE
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",UTCB9010,COBOL
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",DTRAILER,FILE
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",CTRAILER,FILE
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",QTRAILER,FILE
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",UTRAILER,FILE
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",AHNTRAIL,FILE
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",ATRAILER,FILE
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",AHATRAIL,FILE
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",UTCB0135,COBOL
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",TBL1DSCT,FILE
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",TBL2DSCT,FILE
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",TBL3DSCT,FILE
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",Y2KASMBL,ASM_COPYBOOK
ARRA0100,ASSEMBLER,Actuarial,"Hutto, Amy",PMTRLR,COPYBOOK
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",TXCOPY,COPYBOOK
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",DESC1,FILE
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",DESC3,FILE
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",CMMTBL,FILE
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",DESC1,COPYBOOK
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",STEND,FILE
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",CPTAB,FILE
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",CPTAB,COPYBOOK
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",MVI CALLCODE,COBOL
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",PE51LOB,COBOL
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",PRINT,FILE
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",DCPLUGS,ASM_COPYBOOK
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",DC70ACCT,ASM_COPYBOOK
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",DC70COMM,ASM_COPYBOOK
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",DCCOMM,ASM_COPYBOOK
ATAB0100,ASSEMBLER,Actuarial,"Hutto, Amy",DC70F,ASM_COPYBOOK
CDIDCAMS,ASSEMBLER,Actuarial,"Hutto, Amy",CDIDCAMS,FILE
CDIDCAMS,ASSEMBLER,Actuarial,"Hutto, Amy",CDIDCAMS+4096,FILE
CDIDCAMS,ASSEMBLER,Actuarial,"Hutto, Amy",TIOTDSCT,FILE
CONVPMR,ASSEMBLER,Life 70 - General Accounting,"Hutto, Amy",TXCOPY,COPYBOOK
CONVPMR,ASSEMBLER,Life 70 - General Accounting,"Hutto, Amy",INPUT,FILE
CONVPMR,ASSEMBLER,Life 70 - General Accounting,"Hutto, Amy",INPUT,COPYBOOK
CONVPMR,ASSEMBLER,Life 70 - General Accounting,"Hutto, Amy",ATRAILER,FILE
CONVPMR,ASSEMBLER,Life 70 - General Accounting,"Hutto, Amy",UTRAILER,FILE
CONVPMR,ASSEMBLER,Life 70 - General Accounting,"Hutto, Amy",UTRAILER,COPYBOOK
CONVPMR,ASSEMBLER,Life 70 - General Accounting,"Hutto, Amy",PMTRLR,COPYBOOK
CPACCT,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
CPACCT,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE
CPACCT,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE
CPACCT,ASSEMBLER,Policy Remarks,"Hutto, Amy",@PMTRLR,FILE
CPACCT,ASSEMBLER,Policy Remarks,"Hutto, Amy",@CDCNACT,FILE
CPACCT,ASSEMBLER,Policy Remarks,"Hutto, Amy",DSTACCT,FILE
CPACCT,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DXS3020,FILE
CPACCT,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK
CPACCT,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK
CPACCT,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK
CPACCT,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK
CPACCT,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDCNACT,ASM_COPYBOOK
CPACCT,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXS3020,ASM_COPYBOOK
CPACCTDP,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
CPACCTDP,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE
CPACCTDP,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE
CPACCTDP,ASSEMBLER,Policy Remarks,"Hutto, Amy",@CDCNACT,FILE
CPACCTDP,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REARXX,FILE
CPACCTDP,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPACCT,ASSEMBLER
CPACCTDP,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK
CPACCTDP,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK
CPACCTDP,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK
CPACCTDP,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDCNACT,ASM_COPYBOOK
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,FILE
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@FRONTX,FILE
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REARXX,FILE
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@RCS,FILE
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@AUXRTBK,FILE
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPCKBIT,ASSEMBLER
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPCURVL,ASSEMBLER
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPIOMOD,ASSEMBLER
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@CRBENCH,FILE
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CRBENCH,ASM_COPYBOOK
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",RCSDSECT,ASM_COPYBOOK
CPADJUN,ASSEMBLER,Policy Remarks,"Hutto, Amy",AUXRTBK,ASM_COPYBOOK
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TXCOPY,COPYBOOK
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMRDSEC,FILE
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PRMDSEC,FILE
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ALPHEXTR,FILE
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ATRAILER,FILE
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ZTRAILER,FILE
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ZTLINE1,FILE
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ALPVRBLE,FILE
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",QTRAILER,FILE
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",UTRAILER,FILE
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",AHATRAIL,FILE
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",AHNTRAIL,FILE
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",AHPTRAIL,FILE
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ALPHEXTR,ASM_COPYBOOK
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMTRLR,COPYBOOK
CPALPHA,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ALPPARM,ASM_COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",@FRONTX,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REAR00,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",ARBRECD,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",@CDCNACT,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DXS3020,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",@MDPRMA,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DXP3020,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPX3020,ASSEMBLER
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",NETCSTTB,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",@MDPRMC,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPTRLR,ASSEMBLER
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",ETRAILER,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",FTRAILER,FILE
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA3150,ASSEMBLER
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPACCT,ASSEMBLER
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",MTMDPRMA,ASM_COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",MTMDPRMC,ASM_COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREAR00,ASM_COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDCNACT,ASM_COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXP3020,ASM_COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXS3020,ASM_COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDNETCST,ASM_COPYBOOK
CPASOF,ASSEMBLER,Policy Remarks,"Hutto, Amy",AUXRTBK,ASM_COPYBOOK
CPBLDUB,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
CPBLDUB,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE
CPBLDUB,ASSEMBLER,Policy Remarks,"Hutto, Amy",@FRONTX,FILE
CPBLDUB,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REARXX,FILE
CPBLDUB,ASSEMBLER,Policy Remarks,"Hutto, Amy",UTRAILER,FILE
CPBLDUB,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,FILE
CPBLDUB,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPTRLR,ASSEMBLER
CPBLDUB,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK
CPBLDUB,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK
CPBLDUB,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK
CPBLDUB,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",@GIINFO,FILE
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",@FRONTX,FILE
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",@PMTRLR,FILE
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REAR00,FILE
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REARXX,FILE
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,FILE
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",@AUXRTBK,FILE
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DCPLUGS,FILE
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPEQTY,ASSEMBLER
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPCKBIT,ASSEMBLER
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",DTRAILER,FILE
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DDILOAN,FILE
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPI3010,ASSEMBLER
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPTRLR,ASSEMBLER
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREAR00,ASM_COPYBOOK
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",DCPLUGS,ASM_COPYBOOK
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDILOAN,ASM_COPYBOOK
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",GIINFO1,ASM_COPYBOOK
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",GIINFO2,ASM_COPYBOOK
CPCALSUR,ASSEMBLER,Policy Remarks,"Hutto, Amy",AUXRTBK,ASM_COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",@FRONTX,FILE
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",@PMTRLR,FILE
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REARXX,FILE
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REARXX,COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,FILE
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",@AUXRTBK,FILE
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",@RCS,FILE
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",MTRAILER,FILE
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",NP00020,ASSEMBLER
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",@CRBENCH,FILE
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",@CDNSP,FILE
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",@CRINTCH,FILE
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",UTRAILER,FILE
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPBLDUB,ASSEMBLER
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPTRLR,ASSEMBLER
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDNSP,ASM_COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",CRINTCH,ASM_COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",CRBENCH,ASM_COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREAR00,ASM_COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",RCSDSECT,ASM_COPYBOOK
CPCHGPM,ASSEMBLER,Policy Remarks,"Hutto, Amy",AUXRTBK,ASM_COPYBOOK
CPCKBIT,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
CPCKBIT,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE
CPCKBIT,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE
CPCKBIT,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REARXX,FILE
CPCKBIT,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK
CPCKBIT,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK
CPCKBIT,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK
CPCKINF,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
CPCKINF,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE
CPCKINF,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE
CPCKINF,ASSEMBLER,Policy Remarks,"Hutto, Amy",@FRONTX,FILE
CPCKINF,ASSEMBLER,Policy Remarks,"Hutto, Amy",@PMTRLR,FILE
CPCKINF,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,FILE
CPCKINF,ASSEMBLER,Policy Remarks,"Hutto, Amy",FTRAILER,FILE
CPCKINF,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPTRLR,ASSEMBLER
CPCKINF,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK
CPCKINF,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK
CPCKINF,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK
CPCKINF,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK
CPCKINF,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK
CPCURVL,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
CPCURVL,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE
CPCURVL,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,FILE
CPCURVL,ASSEMBLER,Policy Remarks,"Hutto, Amy",@PMTRLR,FILE
CPCURVL,ASSEMBLER,Policy Remarks,"Hutto, Amy",MTRAILER,FILE
CPCURVL,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPTRLR,ASSEMBLER
CPCURVL,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK
CPCURVL,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@MDPRMA,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@FRONTX,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@PMTRLR,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@CDCNACT,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REAR00,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REARXX,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPEQTY,ASSEMBLER
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",UTRAILER,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPIOMOD,ASSEMBLER
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@AUXRTBK,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPCKBIT,ASSEMBLER
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DCPLUGS,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",STRAILER,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPTRLR,ASSEMBLER
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPBLDUB,ASSEMBLER
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DXP3020,FILE
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPA3150,ASSEMBLER
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",DPX3020,ASSEMBLER
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPACCT,ASSEMBLER
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",MTMDPRMA,ASM_COPYBOOK
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREAR00,ASM_COPYBOOK
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",DCPLUGS,ASM_COPYBOOK
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDCNACT,ASM_COPYBOOK
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",DDXP3020,ASM_COPYBOOK
CPDETH,ASSEMBLER,Policy Remarks,"Hutto, Amy",AUXRTBK,ASM_COPYBOOK
CPDFAPL,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK
CPDFAPL,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE
CPDFAPL,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE
